Id,Road_Type,Property_Shape,House_Type,House_Condition,Construction_Year,Remodel_Year,BsmtFinSF1,Total_Basement_Area,Air_Conditioning,First_Floor_Area,Second_Floor_Area,LowQualFinSF,Underground_Full_Bathroom,Full_Bathroom_Above_Grade,Bedroom_Above_Grade,Kitchen_Quality,Rooms_Above_Grade,Fireplaces,Garage,Garage_Built_Year,Garage_Area,Pool_Area,Miscellaneous_Value,Year_Sold,Sale_Price
549,Paved,IR1,1Fam,7,1955,1995,180,825,Y,825,0,0,1,1,2,TA,4,0,Detchd,1963,584.4531878,0,0,2008,125000
550,Paved,Reg,1Fam,5,2003,2004,0,912,Y,912,1182,0,0,2,4,Gd,8,1,BuiltIn,2003,393.6212778,0,0,2009,263000
551,Paved,Reg,TwnhsE,6,1977,1977,559,1069,Y,1069,0,0,0,2,2,TA,4,0,Attchd,1977,501.876924,0,0,2008,140000
552,Paved,Reg,1Fam,6,1957,1957,308,928,Y,928,0,0,0,1,3,TA,5,0,Attchd,1957,916.1326773,0,0,2008,112500
553,Paved,IR1,1Fam,5,2006,2006,0,1709,Y,1717,0,0,0,2,3,Gd,7,1,Attchd,2006,186.0395289,0,0,2009,255500
554,Paved,Reg,1Fam,5,1949,2003,0,0,Y,1126,0,0,0,2,2,Gd,5,0,Detchd,2002,771.8512258,0,0,2009,108000
555,Paved,Reg,1Fam,5,2003,2004,866,998,Y,1006,1040,0,1,2,3,Gd,8,1,BuiltIn,2003,668.3602122,0,0,2008,284000
556,Paved,Reg,1Fam,6,1922,1950,0,993,Y,1048,0,0,0,1,2,TA,5,1,Detchd,1922,802.8888156,0,0,2006,113000
557,Paved,IR1,1Fam,5,1957,1957,895,1092,Y,1092,0,0,1,1,2,TA,6,1,Attchd,1957,604.0683505,0,0,2006,141000
558,Paved,Reg,1Fam,6,1920,1950,637,637,Y,897,439,0,0,1,3,TA,7,0,CarPort,1994,631.0594584,0,0,2006,108000
559,Paved,IR2,1Fam,5,1996,1997,604,729,Y,729,717,0,0,2,3,TA,6,1,Attchd,1996,773.1550269,0,0,2008,175000
560,Paved,Reg,TwnhsE,5,2003,2004,0,1374,Y,1557,0,0,0,2,2,Gd,7,1,Attchd,2003,339.6562926,0,0,2006,234000
561,Paved,IR1,1Fam,6,1957,1996,1302,1392,Y,1392,0,0,1,1,3,TA,5,1,Detchd,1957,656.7488239,0,0,2010,121500
562,Paved,Reg,1Fam,5,1974,1975,1071,1389,Y,1389,0,0,1,1,2,TA,6,1,Attchd,1975,304.9594691,0,0,2006,170000
563,Paved,Reg,1Fam,6,1940,1969,290,996,Y,996,0,0,1,1,3,TA,6,1,NA,NA,870.9431122,0,0,2008,108000
564,Paved,Reg,1Fam,7,1918,1950,0,1163,Y,1163,511,0,0,2,4,TA,8,1,Detchd,1955,297.9075171,0,0,2008,185000
565,Paved,IR1,1Fam,5,1992,2000,728,1095,Y,1166,1129,0,1,2,4,Gd,9,1,Attchd,1992,165.6722026,0,0,2006,268000
566,Paved,Reg,1Fam,4,1915,1950,0,806,N,841,806,0,1,1,4,Fa,6,0,Detchd,1920,560.3745304,0,0,2010,128000
567,Paved,IR1,1Fam,5,2005,2007,0,1122,Y,1134,1370,0,0,2,4,Ex,11,1,BuiltIn,2005,591.253129,0,0,2008,325000
568,Paved,IR1,1Fam,5,2004,2004,2,1517,Y,1535,0,0,0,2,3,Gd,7,0,Attchd,2004,365.8632668,0,0,2010,214000
569,Paved,IR1,1Fam,8,1983,2009,1441,1496,Y,1496,636,0,1,1,1,Gd,5,1,BuiltIn,1983,475.4494951,0,0,2009,316600
570,Paved,IR1,Duplex,5,1979,1979,943,943,Y,943,0,0,1,1,2,TA,4,2,Detchd,1979,873.1393742,0,0,2006,135960
571,Paved,IR1,Duplex,5,1965,1965,231,1728,Y,1728,0,0,0,2,6,TA,10,0,Detchd,1987,346.6263426,0,0,2008,142600
572,Paved,Reg,1Fam,6,1959,1959,414,864,Y,864,0,0,1,1,2,Gd,4,0,Attchd,1959,218.0248358,0,0,2006,120000
573,Paved,IR1,1Fam,5,2009,2009,0,846,Y,846,846,0,0,2,3,Gd,6,0,Attchd,2009,662.6507074,0,0,2009,224500
574,Paved,IR1,1Fam,5,2000,2000,0,384,Y,774,656,0,0,2,3,TA,8,1,BuiltIn,2000,246.8760197,0,0,2007,170000
575,Paved,Reg,1Fam,7,1971,2005,349,372,Y,576,533,0,0,1,3,TA,5,0,BuiltIn,1971,735.8893252,0,0,2007,139000
576,Paved,Reg,1Fam,5,1947,1950,442,832,Y,832,384,0,0,1,2,TA,6,0,Detchd,1947,565.5444751,0,0,2008,118500
577,Paved,Reg,1Fam,7,1928,1950,0,861,Y,877,600,0,0,2,3,TA,6,1,Detchd,1928,441.9620029,0,0,2009,145000
578,Paved,IR1,1Fam,6,1966,1966,328,1164,Y,1320,0,0,1,1,3,TA,6,2,Attchd,1966,652.3325076,0,0,2006,164500
579,Paved,Reg,TwnhsE,5,2007,2007,0,689,Y,703,689,0,0,2,2,Gd,5,0,Detchd,2007,538.0905481,0,0,2008,146000
580,Paved,Reg,1Fam,5,1954,1954,0,1050,N,1050,745,0,0,2,4,TA,7,0,Attchd,1954,872.0943012,0,0,2008,131500
581,Paved,IR1,1Fam,6,1960,1987,594,1144,Y,1429,0,0,0,1,3,Gd,7,2,Attchd,1960,471.9042605,0,0,2007,181900
582,Paved,Reg,1Fam,5,2008,2009,0,2042,Y,2042,0,0,0,2,3,Ex,8,1,Attchd,2009,575.4413367,0,0,2009,253293
583,Gravel,Reg,Duplex,5,1990,1990,816,816,Y,816,0,0,1,1,3,TA,5,0,NA,NA,731.6824056,0,0,2007,118500
584,Paved,Reg,1Fam,9,1893,2000,0,1237,Y,1521,1254,0,0,3,3,Gd,9,1,Detchd,1988,308.2838853,0,0,2008,325000
585,Paved,Reg,1Fam,7,1935,1995,0,884,Y,989,584,0,0,1,3,Gd,6,0,Detchd,1935,563.2893106,0,0,2009,133000
586,Paved,Reg,1Fam,5,2005,2006,1460,1868,Y,2028,0,0,1,2,2,Gd,7,2,Attchd,2005,539.2509556,0,0,2006,369900
587,Paved,Reg,1Fam,7,1918,2000,210,816,Y,838,0,0,1,1,2,Fa,5,0,Detchd,1961,408.7766025,0,0,2008,130000
588,Paved,IR1,1Fam,6,1982,1982,672,840,Y,860,0,0,1,1,2,TA,4,0,Detchd,1996,240.4990505,0,0,2009,137000
589,Paved,IR1,1Fam,8,1968,2003,1324,1437,Y,1473,0,0,2,1,1,Ex,5,2,Attchd,1968,799.1383938,0,0,2009,143000
590,Paved,Reg,1Fam,6,1930,1960,0,742,Y,779,0,156,0,1,2,TA,4,0,Detchd,1988,332.7982476,0,600,2008,79500
591,Paved,Reg,1Fam,5,2004,2004,490,770,Y,770,812,0,0,2,3,Gd,6,0,Attchd,2004,403.447163,0,0,2008,185900
592,Paved,IR1,1Fam,5,2008,2008,1338,1722,Y,1728,568,0,1,2,3,Ex,10,1,BuiltIn,2008,460.6488835,0,0,2009,451950
593,Paved,Reg,1Fam,8,1982,2003,816,816,Y,816,0,0,1,1,2,TA,4,0,Detchd,1985,565.9362731,0,0,2008,138000
594,Paved,Reg,TwnhsE,5,2003,2003,685,848,Y,848,0,0,1,1,1,Gd,4,0,Attchd,2003,320.0540525,0,0,2009,140000
595,Paved,IR1,1Fam,6,1975,1975,0,924,Y,924,0,0,0,1,3,TA,5,0,Detchd,1981,293.6086436,0,0,2008,110000
596,Paved,IR1,1Fam,5,2005,2006,1422,1814,Y,1826,0,0,1,2,3,Gd,7,1,Attchd,2005,554.8162132,0,0,2006,319000
597,Paved,Reg,1Fam,7,1910,1993,0,684,N,684,684,0,0,1,3,TA,7,0,Detchd,1930,371.037557,0,0,2006,114504
598,Paved,Reg,TwnhsE,5,2006,2007,0,1258,Y,1402,0,0,0,0,2,Gd,7,1,Attchd,2006,316.5970914,0,0,2007,194201
599,Paved,Reg,1Fam,6,1977,1977,1283,1430,Y,1647,0,0,1,2,3,Gd,7,1,Attchd,1977,142.420861,0,0,2006,217500
600,Paved,Reg,Twnhs,6,1980,1980,81,716,Y,716,840,0,1,2,3,TA,6,1,Attchd,1980,300.5293494,0,0,2008,151000
601,Paved,Reg,1Fam,5,2005,2005,546,1058,Y,1058,846,0,1,2,3,Ex,8,1,BuiltIn,2003,539.5218574,0,0,2006,275000
602,Paved,Reg,1Fam,6,1937,1950,0,780,Y,780,595,0,0,1,3,Gd,6,1,Detchd,1979,99.55296456,0,0,2007,141000
603,Paved,IR1,1Fam,5,1992,1992,789,908,Y,927,988,0,1,2,3,Gd,8,1,Attchd,1992,303.3501859,0,0,2006,220000
604,Paved,Reg,TwnhsE,5,2004,2005,0,600,Y,600,600,0,0,2,2,Gd,4,0,Detchd,2004,349.8115488,0,0,2010,151000
605,Paved,IR1,1Fam,5,2002,2002,922,1494,Y,1494,0,0,1,2,3,Gd,6,1,Attchd,2002,775.1405967,0,0,2008,221000
606,Paved,Reg,1Fam,6,1965,1990,454,768,Y,1186,800,0,0,2,3,TA,7,3,Attchd,1965,608.7994554,0,0,2009,205000
607,Paved,IR2,1Fam,5,1996,1996,732,1040,Y,1040,0,0,1,1,3,Gd,6,0,Detchd,2000,1054.661106,0,0,2009,152000
608,Paved,Reg,1Fam,8,1948,2002,603,896,Y,1112,896,0,1,3,3,Ex,8,0,Attchd,1948,127.9312307,0,0,2006,225000
609,Paved,Reg,1Fam,6,1934,1998,428,965,Y,1940,1254,0,0,2,4,TA,10,2,Basment,1934,184.3660341,0,0,2007,359100
610,Paved,Reg,1Fam,5,1961,1961,903,1029,Y,1029,0,0,1,1,3,TA,5,0,Attchd,1961,338.2908966,0,0,2007,118500
611,Paved,Reg,1Fam,5,2000,2000,904,1440,Y,1476,677,0,1,2,3,Ex,8,2,Attchd,2000,460.6503264,0,0,2009,313000
612,Paved,IR1,1Fam,6,1978,1978,605,1032,Y,1032,0,0,0,2,3,TA,6,1,Attchd,1978,743.2220472,0,500,2007,148000
613,Paved,Reg,1Fam,5,2001,2001,990,1299,Y,1299,573,0,1,2,3,Ex,7,1,BuiltIn,2001,530.0070627,0,0,2009,261500
614,Paved,Reg,1Fam,5,2007,2007,206,1120,Y,1120,0,0,0,1,3,TA,6,0,NA,NA,667.9025485,0,0,2007,147000
615,Paved,Reg,TwnhsE,6,1972,1972,150,630,Y,630,0,0,1,1,1,TA,3,0,NA,NA,688.1727673,0,0,2010,75500
616,Paved,Reg,1Fam,7,1963,1963,763,936,Y,1054,0,0,1,1,3,Gd,6,0,Attchd,1963,386.6151705,0,0,2010,137500
617,Paved,IR1,1Fam,5,2002,2003,457,783,Y,807,702,0,1,2,3,Gd,7,1,Attchd,2002,428.6233644,0,0,2006,183200
618,Paved,Reg,1Fam,6,1954,1954,0,832,Y,832,0,0,0,1,2,Gd,4,0,Detchd,1962,570.6302561,0,0,2008,105500
619,Paved,Reg,1Fam,5,2007,2007,48,1822,Y,1828,0,0,0,2,3,Gd,9,1,Attchd,2007,286.285477,0,0,2007,314813
620,Paved,Reg,1Fam,5,2003,2003,871,1482,Y,1482,780,0,1,2,4,Gd,10,2,Attchd,2003,87.89172058,0,0,2008,305000
621,Paved,Reg,1Fam,3,1914,1950,41,864,N,864,0,0,1,1,2,TA,5,0,NA,NA,617.9170991,0,0,2008,67000
622,Paved,Reg,1Fam,7,1974,1997,956,1522,Y,1548,1066,0,0,2,4,TA,9,1,Attchd,1974,605.368455,0,0,2008,240000
623,Paved,Reg,1Fam,6,1977,1977,560,980,Y,980,0,0,0,1,3,TA,6,0,Detchd,1986,683.737522,0,0,2009,135000
624,Paved,Reg,TwnhsE,5,2000,2000,420,756,Y,756,756,0,0,2,2,Gd,4,1,Detchd,2000,416.6864177,0,0,2007,168500
625,Paved,Reg,1Fam,5,1972,1972,247,732,Y,1012,778,0,1,1,4,TA,8,1,Attchd,1972,365.8259358,0,0,2006,165150
626,Paved,IR1,1Fam,6,1962,1962,0,1116,Y,1116,0,0,0,1,3,TA,5,0,Attchd,1962,554.1003378,0,0,2010,160000
627,Paved,IR1,1Fam,5,1960,1978,0,978,Y,1422,0,0,0,1,3,TA,6,1,Attchd,1960,482.0382984,0,600,2007,139900
628,Paved,Reg,1Fam,6,1955,1972,674,1156,Y,1520,0,0,1,1,3,TA,7,2,Basment,1955,762.0462522,0,0,2010,153000
629,Paved,IR1,1Fam,5,1969,1969,650,1040,Y,1040,1040,0,0,1,5,Fa,9,2,Attchd,1969,340.3458464,0,0,2007,135000
630,Paved,Reg,1Fam,5,1964,1964,624,1248,Y,1350,0,0,1,1,3,TA,6,0,Attchd,1964,444.6652393,0,0,2008,168500
631,Paved,Reg,1Fam,6,1880,1991,0,636,Y,1089,661,0,0,1,3,Ex,8,0,Detchd,1937,717.9898136,0,0,2006,124000
632,Paved,Reg,Twnhs,5,2006,2006,24,1554,Y,1554,0,0,0,2,2,Gd,6,1,Attchd,2006,508.4089812,0,0,2007,209500
633,Paved,Reg,1Fam,5,1977,1977,822,1386,Y,1411,0,0,0,2,3,TA,6,1,Attchd,1977,511.2162827,0,0,2009,82500
634,Paved,Reg,1Fam,7,1954,2005,480,1056,Y,1056,0,0,0,1,3,TA,6,0,Attchd,1954,709.1096302,0,0,2007,139400
635,Paved,Reg,Duplex,5,1980,1980,1056,1056,Y,1056,0,0,2,0,0,TA,4,0,Detchd,1980,585.552747,0,600,2010,144000
636,Paved,Reg,2fmCon,7,1914,1995,256,1440,Y,1440,1440,515,0,2,8,Fa,14,0,NA,NA,634.9179434,0,0,2007,200000
637,Paved,Reg,1Fam,3,1936,1950,0,264,N,800,0,0,0,1,1,Fa,4,1,NA,NA,146.1378047,0,0,2009,60000
638,Paved,Reg,2fmCon,4,1954,1954,0,811,Y,811,576,0,0,2,3,Gd,7,0,BuiltIn,1954,187.0855758,0,0,2009,93000
639,Paved,Reg,1Fam,7,1910,1950,0,796,Y,796,0,0,0,1,2,TA,4,0,NA,NA,341.2974441,0,0,2008,85000
640,Paved,Reg,TwnhsE,5,2006,2006,1154,1520,Y,1567,0,0,1,2,1,Ex,7,1,Attchd,2006,301.5911378,0,0,2006,264561
641,Paved,IR1,TwnhsE,5,2003,2004,1218,1518,Y,1518,0,0,0,1,1,Ex,6,1,Attchd,2003,1147.488093,0,0,2008,274000
642,Paved,Reg,1Fam,5,2001,2001,738,1057,Y,1057,872,0,1,2,3,Gd,7,1,Attchd,2001,740.788741,0,0,2007,226000
643,Paved,Reg,1Fam,7,1972,1995,1410,1952,Y,2000,704,0,1,2,4,Ex,9,3,Attchd,1972,624.2221812,0,0,2009,345000
644,Paved,Reg,1Fam,5,1969,1969,493,780,Y,780,840,0,0,2,4,TA,7,0,Attchd,1969,405.8311989,0,0,2007,152000
645,Paved,Reg,1Fam,5,2009,2009,1121,1766,Y,1766,0,0,1,2,2,Ex,7,1,Attchd,2009,515.8361813,0,0,2009,370878
646,Paved,IR1,1Fam,5,1971,1971,282,981,Y,981,0,0,1,1,3,TA,5,0,Detchd,1979,740.1050853,0,0,2007,143250
647,Paved,Reg,1Fam,5,1950,1950,0,0,Y,1048,0,0,0,1,3,TA,7,0,Detchd,1950,966.7854836,0,0,2008,98300
648,Paved,IR1,1Fam,5,1953,1953,500,1094,Y,1094,0,0,0,1,3,TA,5,2,Attchd,1953,600.1188981,0,0,2008,155000
649,Paved,Reg,1Fam,5,1966,1966,0,756,Y,1051,788,0,0,1,4,TA,7,1,Attchd,1966,280.8839712,0,0,2010,155000
650,Paved,Reg,Twnhs,6,1970,1970,131,630,Y,630,0,0,1,1,1,TA,3,0,NA,NA,629.5179052,0,0,2007,84500
651,Paved,Reg,1Fam,6,2007,2007,0,813,Y,822,843,0,0,2,3,Gd,7,0,Attchd,2007,466.1748102,0,0,2008,205950
652,Paved,Reg,1Fam,5,1940,1950,0,755,Y,755,755,0,1,1,4,TA,7,1,Detchd,1940,749.3498329,0,0,2009,108000
653,Paved,Reg,1Fam,5,1996,1996,0,880,Y,909,807,0,0,2,2,Gd,7,1,Attchd,1996,137.9232393,0,0,2009,191000
654,Paved,Reg,1Fam,7,1906,1995,0,756,Y,756,713,0,0,1,3,TA,7,0,Detchd,1906,394.692637,0,0,2008,135000
655,Paved,IR1,1Fam,6,1995,1995,1696,2109,Y,2113,0,0,1,2,2,Gd,7,1,Attchd,1995,200.8235309,0,0,2008,350000
656,Paved,Reg,Twnhs,5,1971,1971,0,525,Y,525,567,0,0,1,3,TA,6,0,Detchd,1971,625.1394968,0,0,2010,88000
657,Paved,IR1,1Fam,7,1959,2006,806,1053,Y,1053,0,0,1,1,3,Gd,5,0,Attchd,1959,250.5494879,0,0,2008,145500
658,Paved,Reg,1Fam,6,1931,2000,0,776,Y,851,651,0,0,1,3,TA,6,1,Attchd,1931,388.998621,0,0,2008,149000
659,Paved,Reg,1Fam,5,1948,1950,0,912,Y,912,546,0,0,1,3,TA,6,1,Attchd,1948,563.2357351,0,0,2010,97500
660,Paved,Reg,1Fam,7,1964,1999,637,1486,Y,1486,0,0,1,1,3,TA,7,0,Detchd,1968,413.8896421,0,0,2009,167000
661,Paved,Reg,1Fam,7,1976,1976,0,793,Y,1142,793,0,0,2,3,TA,7,1,Attchd,1976,473.3684798,0,0,2007,197900
662,Paved,IR2,1Fam,7,1994,2005,1361,1629,Y,1686,762,0,1,2,4,Gd,8,1,Attchd,1994,740.7521247,0,0,2009,402000
663,Paved,Reg,1Fam,3,1968,1968,0,1392,Y,1392,0,0,1,1,2,TA,5,2,Attchd,1968,298.907608,0,0,2009,110000
664,Paved,Reg,1Fam,5,1972,1972,920,1138,Y,1181,0,0,1,2,3,TA,6,0,Detchd,1974,483.1047091,0,0,2008,137500
665,Paved,IR2,1Fam,5,2005,2006,1721,2077,Y,2097,0,0,1,1,1,Ex,8,1,Attchd,2005,432.5188321,0,0,2006,423000
666,Paved,IR1,1Fam,5,2000,2000,0,1406,Y,1454,482,0,0,2,3,Gd,7,1,Attchd,2000,199.9675993,0,0,2006,230500
667,Paved,IR1,1Fam,5,1965,1979,187,1021,Y,1465,915,0,0,2,3,TA,7,1,CarPort,1965,157.8339591,0,0,2007,129000
668,Paved,Reg,1Fam,5,1994,1998,1138,1408,Y,1679,0,0,1,2,3,Gd,7,1,Attchd,1994,420.6611392,0,0,2008,193500
669,Paved,Reg,1Fam,6,1956,1987,988,1188,Y,1437,0,0,1,1,3,TA,6,1,Detchd,1999,143.104404,0,0,2006,168000
670,Paved,Reg,1Fam,5,1922,1950,0,700,Y,1180,0,0,0,1,2,Fa,5,1,Detchd,1922,225.2067915,0,0,2006,137500
671,Paved,Reg,1Fam,5,2005,2005,193,738,Y,738,738,0,1,2,3,Gd,7,0,Attchd,2005,168.8337806,0,0,2009,173500
672,Paved,Reg,1Fam,6,1925,1950,551,672,N,697,672,0,1,2,3,TA,6,0,Detchd,1930,-82.2020445,0,0,2009,103600
673,Paved,IR1,1Fam,6,1977,1977,767,1208,Y,1208,0,0,1,1,3,TA,6,1,Attchd,1977,646.3583736,0,0,2006,165000
674,Paved,Reg,1Fam,7,1957,2004,1186,1477,Y,1839,0,0,1,2,3,Gd,7,2,Attchd,1957,526.0939773,0,0,2007,257500
675,Paved,Reg,1Fam,6,1965,1965,892,1136,Y,1136,0,0,1,1,3,TA,5,1,Attchd,1965,788.6654626,0,0,2008,140000
676,Paved,Reg,Twnhs,6,1978,1978,311,855,Y,855,586,0,0,2,3,TA,7,1,Attchd,1978,508.7898717,0,0,2009,148500
677,Paved,Reg,1Fam,2,1900,1950,0,1095,N,1095,679,0,1,2,4,TA,8,0,2Types,1920,614.661819,0,0,2006,87000
678,Paved,Reg,1Fam,8,1924,2006,0,768,Y,792,0,0,0,1,2,Gd,5,0,Detchd,1924,444.6082177,0,0,2009,109500
679,Paved,IR1,1Fam,5,2008,2008,0,2046,Y,2046,0,0,0,2,3,Gd,7,1,Attchd,2008,537.8673895,0,0,2009,372500
680,Paved,IR1,1Fam,5,1961,1961,827,988,Y,988,0,0,1,1,3,TA,5,0,Detchd,1963,666.5451929,0,0,2007,128500
681,Paved,Reg,TwnhsE,5,1980,1980,543,923,Y,923,0,0,0,2,2,TA,5,1,Attchd,1980,674.4236095,0,0,2010,143000
682,Paved,IR2,1Fam,5,1932,2000,182,793,Y,848,672,0,0,1,3,TA,6,0,Detchd,1968,714.2029977,0,0,2009,159434
683,Paved,Reg,1Fam,5,1996,1997,1003,1291,Y,1291,0,0,1,1,2,Gd,6,1,Attchd,1996,788.3718409,0,0,2008,173000
684,Paved,IR1,1Fam,5,2002,2002,1059,1626,Y,1668,0,0,1,2,3,Gd,7,1,Attchd,2002,605.3546859,0,0,2007,285000
685,Paved,IR2,1Fam,5,1998,1998,0,1195,Y,1195,644,0,0,2,4,TA,7,0,Attchd,1998,688.3808741,0,0,2010,221000
686,Paved,IR1,TwnhsE,5,1984,1984,828,1190,Y,1190,900,0,1,2,3,Gd,6,1,Attchd,1984,259.2373868,0,0,2007,207500
687,Paved,Reg,1Fam,6,2007,2007,0,874,Y,874,887,0,0,3,3,Gd,7,0,Attchd,2007,697.4484258,0,0,2007,227875
688,Paved,IR2,TwnhsE,5,2004,2004,239,551,Y,551,551,0,0,2,2,Gd,4,0,Detchd,2004,619.8764054,0,0,2007,148800
689,Paved,Reg,1Fam,6,2007,2007,945,1419,Y,1419,0,0,1,2,2,Gd,7,1,Attchd,2007,499.2949585,0,0,2007,392000
690,Paved,IR1,TwnhsE,5,2005,2006,20,1362,Y,1362,0,0,0,2,2,Gd,6,1,Attchd,2005,270.6068745,0,0,2007,194700
691,Paved,Reg,TwnhsE,5,2004,2004,697,848,Y,848,0,0,1,1,1,Gd,3,1,Attchd,2004,577.2174428,0,0,2008,141000
692,Paved,IR1,1Fam,6,1994,1995,1455,2444,Y,2444,1872,0,0,3,4,Ex,10,2,Attchd,1994,535.6210903,0,0,2007,755000
693,Paved,IR1,1Fam,5,1989,1990,965,1210,Y,1238,1281,0,1,2,4,Gd,9,2,Attchd,1989,402.0641693,0,0,2006,335000
694,Paved,Reg,1Fam,6,1921,1968,0,1073,Y,1073,0,0,0,1,2,TA,4,0,Detchd,1968,544.0305919,0,0,2006,108480
695,Paved,Reg,1Fam,6,1936,1950,0,927,Y,1067,472,0,0,1,3,TA,5,0,Detchd,1995,334.8943613,0,0,2009,141500
696,Paved,IR1,1Fam,6,1987,1987,980,1112,Y,1137,0,0,1,2,2,Gd,5,1,Attchd,1987,419.7454131,0,0,2006,176000
697,Paved,Reg,1Fam,7,1921,1950,616,616,Y,616,0,0,0,1,2,TA,4,0,Detchd,1921,723.7035273,0,0,2006,89000
698,Paved,IR1,1Fam,7,1952,1952,210,980,Y,1148,0,0,0,1,2,TA,6,0,Detchd,1952,505.8426818,0,0,2006,123500
699,Paved,Reg,1Fam,8,1965,2009,553,894,Y,894,0,0,1,1,3,TA,5,1,Detchd,1973,410.203193,0,0,2010,138500
700,Paved,IR2,TwnhsE,5,2004,2004,16,1391,Y,1391,0,0,0,2,2,Gd,5,0,Attchd,2004,402.9657568,0,0,2008,196000
701,Paved,Reg,1Fam,5,2002,2002,1274,1800,Y,1800,0,0,1,2,3,Gd,7,1,Attchd,2002,678.7272641,0,0,2006,312500
702,Paved,Reg,1Fam,5,1969,1969,0,1164,Y,1164,0,0,0,1,3,TA,6,0,Attchd,1969,847.4414129,0,0,2006,140000
703,Paved,IR1,1Fam,5,2006,2006,0,1234,Y,1264,1312,0,0,2,4,Ex,10,1,BuiltIn,2006,674.2323382,0,0,2006,361919
704,Paved,Reg,2fmCon,9,1900,1996,0,360,Y,1032,780,0,0,2,4,Gd,8,1,Detchd,1999,354.2849676,0,0,2010,140000
705,Paved,Reg,1Fam,5,2004,2005,712,1473,Y,1484,0,0,1,2,3,Gd,7,0,Attchd,2004,399.3812965,0,0,2010,213000
706,Paved,Reg,2fmCon,5,1930,1950,0,0,N,372,720,0,0,2,3,Fa,7,0,NA,NA,396.5737216,0,3500,2010,55000
707,Paved,IR2,1Fam,5,1971,2002,1219,1643,Y,1824,0,0,1,2,2,Gd,5,2,Attchd,1971,595.1611666,0,0,2007,302000
708,Paved,Reg,TwnhsE,5,2006,2006,863,1324,Y,1324,0,0,1,2,2,Gd,6,1,Attchd,2006,523.8789101,0,0,2009,254000
709,Paved,IR1,1Fam,5,2007,2007,0,728,Y,728,728,0,0,2,3,Gd,8,1,Attchd,2007,272.174627,0,0,2007,179540
710,Paved,IR1,1Fam,7,1966,1966,0,876,Y,904,0,0,0,1,3,TA,6,0,Attchd,1966,449.4034418,0,0,2008,109900
711,Paved,IR1,1Fam,6,1935,2003,0,270,Y,729,0,0,0,1,2,TA,5,0,NA,NA,917.2155207,0,0,2008,52000
712,Paved,Reg,1Fam,7,1900,1950,0,859,Y,859,319,0,0,1,2,TA,7,0,Detchd,1964,492.4783401,0,0,2010,102776
713,Paved,IR1,TwnhsE,5,1988,1989,767,1228,Y,1228,0,0,1,2,2,Gd,5,1,Attchd,1988,567.4430876,0,0,2008,189000
714,Paved,Reg,2fmCon,5,1970,1970,789,960,N,960,0,0,1,1,3,TA,6,0,Detchd,1970,687.1586334,0,0,2006,129000
715,Paved,IR1,1Fam,8,1976,2005,533,725,Y,725,754,0,0,2,3,Gd,6,0,Attchd,1976,555.9050771,0,0,2010,130500
716,Paved,Reg,1Fam,5,1974,1974,0,1064,Y,1350,0,0,0,2,3,TA,7,1,Attchd,1974,444.8829071,0,0,2009,165000
717,Paved,Reg,1Fam,8,1890,1998,0,718,Y,1576,978,0,0,1,3,TA,8,0,Detchd,1996,458.4702649,0,0,2007,159500
718,Paved,Reg,1Fam,6,1973,2000,1084,1176,Y,1178,0,0,0,1,3,Gd,5,1,Attchd,1973,710.5941663,0,0,2008,157000
719,Paved,Reg,1Fam,5,1993,1994,1173,1311,Y,1325,1093,0,1,2,3,Gd,9,1,Attchd,1993,281.0541478,0,0,2008,341000
720,Paved,IR1,1Fam,6,1969,1969,523,971,Y,971,0,0,0,1,3,TA,5,1,Attchd,1969,779.1138158,0,0,2006,128500
721,Paved,IR1,1Fam,5,1985,1985,1148,1742,Y,1742,0,0,1,2,2,Gd,5,1,Attchd,1985,345.4725468,0,0,2006,275000
722,Paved,Reg,TwnhsE,5,2004,2004,662,848,Y,848,0,0,1,1,1,Gd,3,0,Attchd,2004,109.1041239,0,0,2010,143000
723,Paved,Reg,1Fam,7,1970,1970,191,864,Y,864,0,0,0,1,3,TA,5,0,Detchd,1994,404.6857779,0,0,2009,124500
724,Paved,Reg,1Fam,6,1954,1972,0,941,Y,997,473,0,0,2,4,TA,7,0,Detchd,1958,322.2742696,0,0,2008,135000
725,Paved,IR1,1Fam,5,2007,2008,1234,1698,Y,1698,0,0,1,2,3,Ex,8,1,Attchd,2007,473.6823403,0,0,2009,320000
726,Paved,Reg,1Fam,6,1970,1970,375,864,Y,864,0,0,0,1,3,Gd,5,0,Detchd,1989,300.7577527,0,500,2009,120500
727,Paved,IR1,1Fam,9,1988,2007,808,880,Y,1680,0,0,1,2,3,Gd,5,1,Attchd,1988,430.2601,0,0,2009,222000
728,Paved,Reg,1Fam,5,2007,2007,724,1232,Y,1232,0,0,1,2,2,Gd,6,0,Attchd,2007,429.534274,0,0,2009,194500
729,Paved,Reg,Duplex,5,1958,1958,0,1584,Y,1776,0,0,1,2,4,TA,9,0,Detchd,1968,634.8407296,0,0,2009,110000
730,Paved,Reg,1Fam,5,1925,1950,152,780,Y,848,0,360,0,1,2,TA,5,0,Detchd,1962,559.1868441,0,0,2009,103000
731,Paved,IR1,TwnhsE,5,1995,1996,1180,1595,Y,1616,0,0,1,2,2,Gd,5,1,Attchd,1995,510.5573265,0,0,2010,236500
